db20(mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_SB_VM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_SB_VM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic -1)))) X,db20(mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_SB_VM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_SB_VM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic -1)))) Y
6750325.00000006,6.281838752041907
6800320.00000006,6.281315890996373
6850315.00000006,6.280790252170329
6900310.00000006,6.280261836599468
6950305.00000006,6.279730645324866
7000300.00000006,6.279196679392455
7050295.00000006,6.27865993985313
7100290.00000006,6.278120427762966
7150285.00000006,6.277578144182876
7200280.00000006,6.277033090178874
7250275.00000006,6.276485266821743
7300270.00000006,6.275934675187727
7350265.00000006,6.275381316357582
7400260.00000006,6.274825191417419
7450255.00000006,6.274266301457767
7500250.00000006,6.273704647574734
7550245.00000006,6.273140230868982
7600240.00000006,6.272573052446249
7650235.00000006,6.272003113417214
7700230.00000006,6.271430414897475
7750225.00000006,6.27085495800753
7800220.00000006,6.270276743872779
7850215.00000006,6.26969577362366
7900210.00000006,6.269112048395269
7950205.00000006,6.268525569327913
8000200.00000006,6.267936337566483
8050195.00000006,6.267344354260821
8100190.00000006,6.266749620565902
8150185.00000006,6.266152137641213
8200180.00000006,6.265551906651256
8250175.00000006,6.264948928765548
8300170.00000006,6.264343205158097
8350165.00000006,6.263734737008094
8400160.00000006,6.263123525499307
8450155.00000006,6.262509571820384
8500150.00000006,6.261892877164927
8550145.00000006,6.261273442731119
8600140.00000006,6.26065126972224
8650135.00000006,6.260026359346098
8700130.00000006,6.25939871281537
8750125.00000006,6.258768331347574
8800120.00000006,6.258135216164836
8850115.00000006,6.257499368494194
8900110.00000006,6.256860789567476
8950105.00000006,6.25621948062118
9000100.00000006,6.255575442896395
9050095.00000006,6.254928677639265
9100090.00000006,6.25427918610036
9150085.00000006,6.253626969535101
9200080.00000006,6.252972029203717
9250075.00000006,6.252314366370866
9300070.00000006,6.251653982306252
9350065.00000006,6.250990878283934
9400060.00000006,6.250325055582769
9450055.00000006,6.249656515486441
9500050.00000006,6.248985259282974
9550045.00000006,6.248311288265386
9600040.00000006,6.247634603731108
9650035.00000006,6.246955206982323
9700030.00000006,6.246273099325817
9750025.00000006,6.245588282072779
9800020.00000006,6.244900756539518
9850015.00000006,6.244210524046455
9900010.00000006,6.243517585918954
9950005.00000006,6.242821943486691
10000000.00000006,6.24212359808409
